Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
GRC,France,1969,,4,,Combattante-2,FAC,4,,1971; 1972,New,Greek designation Navsithoi; planned production of 6 more in Greece cancelled in favour of Combattante-3,47.7,190.8,190.8
GRC,France,1978,,6,,Combattante-3,FAC,6,,1980; 1981,New,Produced under licence in Greece; Greek designation Kavaloudis,57,342,342
GRC,France,1974,,4,,Combattante-3,FAC,4,,1977; 1978,New,Greek designation Laskos,57,228,228
GRC,France,1991,,2,,Exocet CDS,coastal defence system,2,?,1993; 1994,New,,15,30,30
GRC,France,1971,?,50,,MM-38 Exocet,anti-ship missile,50,,1972,New,For Combattante-2 (Navsithoi) FAC,0.75,37.5,37.5
GRC,France,1969,,26,,MM-38 Exocet,anti-ship missile,26,,1972,New,$2.2 m deal; for Combattante-2 (Navsithoi) FAC,0.75,19.5,19.5
GRC,France,1991,,40,?,MM-40 Exocet,anti-ship missile,40,?,1993; 1994,New,For Exocet coast defence systems,0.9,36,36
GRC,France,1988,?,2,,F-406 Caravan-2,light transport aircraft,2,,1989,New,For target-towing,2.4,4.8,4.8
GRC,France,1985,,8,?,M53,turbofan,8,?,1988; 1989; 1990; 1991; 1992,New,Spare engines for Mirage-2000 combat aircraft,1.75,14,14
GRC,France,1974,,3000,?,MILAN,anti-tank missile,3000,?,1977; 1978; 1979; 1980; 1981; 1982; 1983,New,Deal incl also some 300 launchers,0.01,30,30
GRC,France,1974,,40,,Mirage F-1C,FGA aircraft,40,,1975; 1976; 1977; 1978,New,,16,640,640
GRC,France,1985,,40,,Mirage-2000,FGA aircraft,40,,1988; 1989; 1992,New,Mirage-2000EG version; incl 4 Mirage-2000BG trainer/combat version; offsets incl assembly of engines,22,880,880
GRC,France,1971,?,1,?,Palmier,air search radar,1,?,1973,New,MPR version; part of NATO 'NADGE' air surveillance system,12.5,12.5,12.5
GRC,France,1974,,240,?,R-550 Magic-1,SRAAM,240,?,1975; 1976; 1977; 1978,New,For Mirage F-1C combat aircraft,0.09,21.6,21.6
GRC,France,1986,,360,?,R-550 Magic-2,SRAAM,360,?,1988; 1989; 1990; 1991; 1992,New,For Mirage-2000EG combat aircraft,0.11,39.6,39.6
GRC,France,1966,,8,,SA-313B Alouette-2,light helicopter,8,,1967,New,$0.87 m deal; SA-318C version,0.7,5.6,5.6
GRC,France,1976,?,1,,SA-316B Alouette-3,light helicopter,1,,1980,New,,0.9,0.9,0.9
GRC,France,1987,?,2,?,Stentor,ground surv radar,2,?,1988,New,,1,2,2
GRC,France,1988,?,2,,Triton,air search radar,2,,1990,New,For 2 Osprey-55 OPV from Denmark,2,4,4
GRC,France,1990,?,2,,Triton,air search radar,2,,1993; 1994,New,For 2 Hellenic-2 (Pyrpolitis) OPV produced in Greece,2,4,4
GRC,Germany,1992,,924,,9M33,SAM,924,?,1994,New,Second-hand (former GDR equipment); aid,0.1,92.4,92.4
GRC,Germany,1976,,1,,Amalthee,cargo ship,1,,1976,Second hand,Second-hand; Greek designation Evros,4.88,4.88,4.88
GRC,Germany,1991,,501,,BMP-1,IFV,501,,1992; 1994,Second hand,Second-hand (former GDR equipment); part of DM1 b ($605 m) 'Materialhilfe' aid programme,0.36,180.36,180.36
GRC,Germany,1981,,4,,BPz-2,ARV,4,?,1983; 1984,New,DM300 m deal incl 106 Leopard-1A3 tanks; option on 4 more not used,1.4,5.6,5.6
GRC,Germany,1967,,1,,Brave,FAC,1,,1967,Second hand,Second-hand (but modernized in UK before delivery); Greek designation Astrapi,6,6,6
GRC,Germany,1991,,3,,BTR-60P,APC,3,?,1992,Second hand,Second-hand (ormer GDR equipment); BTR-60PU-12 CP version for use with SA-8b SAM systems; aid,0.08,0.24,0.24
GRC,Germany,1965,?,2500,?,COBRA,anti-tank missile,2500,?,1967,New,Financed by NATO; Cobra-1600 version,0.01,25,25
GRC,Germany,1958,?,1,,Cohoes,support ship,1,,1960,New,Financed by US 'MDAP Offshore Procurement Programme' aid; Greek designation Thetis,10,10,10
GRC,Germany,1985,?,15,,Do-28D Skyservant,light transport aircraft,15,,1985,Second hand,Second-hand; aid,0.36,5.4,5.4
GRC,Germany,1988,,4,,DR-172/MPDR-90,air search radar,4,?,1989; 1990,New,$11.7 m deal; financed by NATO,5,20,20
GRC,Germany,1980,?,18,?,F-104G Starfighter,FGA aircraft,18,?,1981,Second hand,Second-hand; aid,4.48,80.64,80.64
GRC,Germany,1985,?,10,?,F-104G Starfighter,FGA aircraft,10,?,1985,Second hand,Second-hand; aid,4.48,44.8,44.8
GRC,Germany,1984,?,13,,F-104G Starfighter,FGA aircraft,13,,1984,Second hand,Second-hand; aid; TF-104G trainer version,4.48,58.24,58.24
GRC,Germany,1988,,28,,F-104G Starfighter,FGA aircraft,28,?,1988,Second hand,Second-hand; part of 'Rüstungssonderhilfe' aid programme,4.48,125.44,125.44
GRC,Germany,1990,?,12,,F-104G Starfighter,FGA aircraft,12,?,1990,Second hand,Second-hand; aid,4.48,53.76,53.76
GRC,Germany,1963,?,69,,F-84F Thunderstreak,FGA aircraft,69,,1964,Second hand,Second-hand; aid,1.5,103.5,103.5
GRC,Germany,1991,?,11500,,Fagot,anti-tank missile,11500,?,1993; 1994,New,Second-hand (former GDR equipment); aid,0.01,115,115
GRC,Germany,1967,,1,,Ferocity,FAC,1,,1967,Second hand but modernized,Second-hand but modernized before delivery; Greek designation Aiolos,9.9,9.9,9.9
GRC,Germany,1979,?,2,,Fletcher,destroyer,2,,1980; 1981,Second hand,Second-hand (2 more delivered for spare parts),40.22,80.45,80.45
GRC,Germany,1976,,7,,Jaguar,FAC,7,,1976; 1977,Second hand,Second-hand; Greek designation Hesperos; 3 more delivered for spare parts,7,49,49
GRC,Germany,1975,,2,,KFK,patrol craft,2,,1975,Second hand,Second-hand; aid,0.88,1.76,1.76
GRC,Germany,1967,,1,,KFK,patrol craft,1,,1967,Second hand,Second-hand; aid,0.88,0.88,0.88
GRC,Germany,1991,?,75,,Leopard-1A1,tank,75,,1993; 1994,Second hand but modernized,Second-hand; 'CFE Cascade' aid; part of 'Rstungssonderhilfe' aid; modernized to Leopard-1A5GR before delivery,1.39,103.95,103.95
GRC,Germany,1981,,106,,Leopard-1A3,tank,106,?,1983; 1984,New,Part of DM300 m deal; option on 101 more not used,2.5,265,265
GRC,Germany,1991,,1,,Lueneburg,support ship,1,,1991,Second hand,Second-hand; Greek designation Axios Class,17.02,17.02,17.02
GRC,Germany,1990,?,88,,M-110A2 203mm,self-propelled gun,88,,1994,Second hand,Second-hand; aid,0.44,38.72,38.72
GRC,Germany,1991,?,200,,M-113,APC,200,,1994,Second hand,Second-hand; 'CFE Cascade' aid; M-113A1 version,0.1,20,20
GRC,Germany,1979,,101,,M-42 Duster,self-propelled AA gun,101,,1980; 1981,Second hand,Second-hand,0.48,48.48,48.48
GRC,Germany,1967,?,12,?,M-44A1 155mm,self-propelled gun,12,?,1968; 1969; 1970,Second hand,Second-hand; aid,0.32,3.84,3.84
GRC,Germany,1989,?,10,,M-48 AVLB,armoured bridgelayer,10,?,1991,Second hand,Second-hand; aid,0.36,3.6,3.6
GRC,Germany,1967,?,12,?,M-52A1 105mm,self-propelled gun,12,?,1968; 1969; 1970,Second hand,Second-hand; aid,0.36,4.32,4.32
GRC,Germany,1989,?,25,,M-88,ARV,25,?,1991,Second hand,Second-hand; aid,0.6,15,15
GRC,Germany,1988,,4,,MEKO-200,frigate,4,,1992; 1996; 1998,New,$1.2 b deal (offsets $250 m; partly financed by FRG 'Rstungssonderhilfe' aid programme and USA); MEKO-200 Mod-3HN version; incl 3 produced under licence in Greece; Greek designation Hydra,244.25,977,977
GRC,Germany,1986,,34,,MILAN,anti-tank missile,34,,1986,New,,0.01,0.34,0.34
GRC,Germany,1991,,1,,MT-LB,APC,1,,1992,Second hand,Former GDR equipment,0.1,0.1,0.1
GRC,Germany,1969,?,51,?,Noratlas,transport aircraft,51,,1970,Second hand,Second-hand,2.8,142.8,142.8
GRC,Germany,1992,,12,,Osa,mobile SAM system,12,,1994,Second hand,Second-hand (former GDR equipment); aid,4,48,48
GRC,Germany,1991,,1,?,P-15,air search radar,1,?,1992,Second hand,Second-hand (former GDR equipment); for use with SA-8B SAM systems; aid,1.8,1.8,1.8
GRC,Germany,1991,,1,?,P-40,air search radar,1,?,1992,Second hand,Former GDR equipment; for use with SA-8B SAM systems; aid,3.2,3.2,3.2
GRC,Germany,1986,?,5,,Pollux,fire control radar,5,?,1994; 1996; 1999; 2000,Second hand but modernized,Second-hand but modernized before delivery; for 5 Jason landing ships produced in Greece; probably second-hand but modernized before delivery,1.65,8.25,8.25
GRC,Germany,1991,,1,?,PRV-9,height-finding radar,1,?,1992,Second hand,Second-hand (former GDR equipment); for use with SA-8b SAM systems; aid,1.4,1.4,1.4
GRC,Germany,1991,,20,,RF-4E Phantom-2,reconnaissance aircraft,20,?,1992; 1993; 1994,Second hand,Second-hand; aid (7 more delivered for spares parts),8.4,168,168
GRC,Germany,1966,?,6,,RF-84F Thunderflash,reconnaissance aircraft,6,,1967,Second hand,Second-hand; aid,1.6,9.6,9.6
GRC,Germany,1975,,1,,Rhein,support ship,1,,1976,Second hand,Second-hand; Greek designation Aegeon,16.86,16.86,16.86
GRC,Germany,1991,,158,?,RM-70 122mm,self-propelled MRL,158,?,1994,Second hand,Second-hand (former GDR equipment); part of $605 m'Materialhilfe' aid programme; possibly incl up to 48 for spares only,0.36,56.88,56.88
GRC,Germany,1974,?,40,,ship engine,ship engine,40,,1977; 1978; 1980; 1981,New,MTU 20V-538 (4260hp) diesel engine for 10 Combattante-3 (Laskos) FAC from France,1.5,60,60
GRC,Germany,1968,,5,,Silbermoewe,FAC,5,,1968,Second hand,Second-hand; Greek designation Delphin,5.6,28,28
GRC,Germany,1969,?,50,?,SST Seal,anti-ship torpedo,50,?,1971; 1972,New,For Combattante-2 (Navsithoi) FAC and Type-209 (Glavkos) submarines,1,50,50
GRC,Germany,1974,?,150,?,SST Seal,anti-ship torpedo,150,?,1975; 1976; 1977; 1978,New,For Combattante-3 (Laskos and Kavaloudis) and Jaguar (Hesperos) FAC and Type-209 (Glavkos) submarines,1,150,150
GRC,Germany,1975,?,50,?,SUT,anti-ship/ASW torpedo,50,?,1977; 1978,New,For Type-209 (Glavkos) submarines,1.1,55,55
GRC,Germany,1967,?,50,?,SUT,anti-ship/ASW torpedo,50,?,1969; 1970,New,For Type-209 (Glavkos) submarines,1.1,55,55
GRC,Germany,1975,?,33,,T-33A Shooting Star,trainer aircraft,33,?,1975; 1976; 1977,Second hand,Second-hand; aid,1,33,33
GRC,Germany,1989,,5,,Thetis,corvette,5,,1991; 1992; 1993,Second hand,Second-hand; Greek designation Niki,16,80,80
GRC,Germany,1967,,4,,Type-209/1100,submarine,4,,1971; 1972,New,Greek designation Glavkos,95,380,380
GRC,Germany,1975,,4,,Type-209/1200,submarine,4,,1979; 1980,New,Greek designation Glavkos,110,440,440
GRC,Germany,1989,,2,,Type-520,landing craft,2,,1989,Second hand,Second-hand; Greek designation Naxos Class,3.52,7.04,7.04
GRC,Germany,1992,,4,,Type-520,landing craft,4,,1992,Second hand,Second-hand; 2 more for spares only; Greek designation Naxos Class,3.52,14.08,14.08
GRC,Germany,1991,,120,,ZSU-23-4 Shilka,self-propelled AA gun,120,?,1994; 1995,Second hand,Second-hand (former GDR equipment); part of $605 m 'Materialhilfe' aid programme,2.8,336,336
GRC,Iran,1974,?,10,,F-5A Freedom Fighter,FGA aircraft,10,,1975,Second hand,Second-hand; incl 2 RF-5A reconnaissance version,3.2,32,32
GRC,Italy,1985,?,24,?,A244,ASW torpedo,24,?,1987; 1988,New,For AB-212ASW helicopters,0.25,6,6
GRC,Italy,1978,,5,?,AB-212ASW,ASW helicopter,5,,1979,New,,8.75,43.75,43.75
GRC,Italy,1982,?,7,,AB-212ASW,ASW helicopter,7,?,1984,New,,8.75,61.25,61.25
GRC,Italy,1950,,1,,Aosta,cruiser,1,,1951,Second hand,Second-hand; war reparation; Greek designation Elli,100,100,100
GRC,Italy,1980,,75,?,Aspide,BVRAAM/SAM,75,?,1981; 1982,New,For Kortenaer (Elli) frigates,0.18,13.5,13.5
GRC,Italy,1982,,2,?,Bell-212/UH-1N,helicopter,2,?,1984,New,AB-212 version; for electronic warfare,3.7,7.4,7.4
GRC,Italy,1980,,10,,CH-47C Chinook,transport helicopter,10,?,1981; 1982; 1983,New,,15,150,150
GRC,Italy,1980,,4,,Compact 76mm,naval gun,4,,1981; 1982,New,For 2 Kortenear frigates from Netherlands,2.5,10,10
GRC,Italy,1974,,20,,Compact 76mm,naval gun,20,,1977; 1978; 1980; 1981,New,For 10 Combattante-3 (Laskos) FAC from France,2.5,50,50
GRC,Italy,1978,?,6,,Compact 76mm,naval gun,6,?,1979; 1980; 1981; 1982; 1983,New,For modernization of 6 Gearing destroyers,2.5,15,15
GRC,Italy,1990,?,2,,Compact 76mm,naval gun,2,,1993; 1994,New,For 2 Hellenic-56 (Pyrpolitis) OPV prodyced in Greece,2.5,5,5
GRC,Italy,1985,?,20,,Model-300,light helicopter,20,?,1985; 1986,New,$3 m deal; for training; NH-300C version,0.2,4,4
GRC,Italy,1965,?,18,?,Model-56 105mm,towed gun,18,?,1966,New,,0.45,8.1,8.1
GRC,Italy,1987,?,2,,Orion RTN-10X,fire control radar,2,,1987; 1988,New,For modernization of 2 Gearing destroyers,2.25,4.5,4.5
GRC,Italy,1990,?,2,,Orion RTN-10X,fire control radar,2,,1993; 1994,New,For 2 Hellenic-56 (Pyrpolitis) OPV produced in Greece,2.25,4.5,4.5
GRC,Italy,1978,?,6,,Orion RTN-20X,fire control radar,6,?,1979; 1980; 1981; 1982; 1983,New,For modernization of 6 Gearing destroyers,2.5,15,15
GRC,Italy,1971,?,20,?,Bell-204B/UH-1B,helicopter,20,?,1973,New,AB-204B version,2.1,42,42
GRC,Italy,1967,?,25,,Bell-205/UH-1D,helicopter,25,?,1969; 1970,New,AB-205 version,2.2,55,55
GRC,Italy,1977,?,35,,Bell-205/UH-1H,helicopter,35,?,1978; 1979,New,AB-205A version,2.62,91.7,91.7
GRC,Italy,1975,?,15,?,Bell-205/UH-1H,helicopter,15,?,1975,New,AB-205A version,2.62,39.3,39.3
GRC,Jordan,1983,,15,,F-5A Freedom Fighter,FGA aircraft,15,,1983,Second hand,Second-hand; incl 2 F-5B version,3.2,48,48
GRC,Jordan,1988,,19,?,F-5A Freedom Fighter,FGA aircraft,19,?,1989,Second hand,Second-hand; incl F-5B version,3.2,60.8,60.8
GRC,Jordan,1988,,10,,T-37B,trainer aircraft,10,,1988,Second hand,Second-hand,0.72,7.2,7.2
GRC,Netherlands,1989,?,4,,DA-08,air search radar,4,?,1992; 1996; 1998,New,For 4 MEKO-200HN (Hydra) frigates from FRG,9,36,36
GRC,Netherlands,1982,?,10,,F-104G Starfighter,FGA aircraft,10,,1982,Second hand,Second-hand; aid,4.48,44.8,44.8
GRC,Netherlands,1969,?,6,,F-84F Thunderstreak,FGA aircraft,6,,1971,Second hand,Second-hand; aid,1.5,9,9
GRC,Netherlands,1992,,3,,Kortenaer,frigate,3,,1993; 1994; 1995,Second hand,Second-hand; HFL375 m ($211 m deal); Greek designation Elli,120,360,360
GRC,Netherlands,1980,,1,,Kortenaer,frigate,1,,1981,New,Originally ordered by Netherlands; but bought by Greece while being produced; Greek designation Elli,270,270,270
GRC,Netherlands,1981,,1,,Kortenaer,frigate,1,,1982,New,Originally ordered by Netherlands but bought by Greece while being produced; Greek designation Elli,270,270,270
GRC,Netherlands,1991,,172,,Leopard-1V,tank,172,,1992; 1993,Second hand,Second-hand; 'CFE Cascade' programme,0.9,154.8,154.8
GRC,Netherlands,1991,,53,,M-106,self-propelled mortar,53,,1992,Second hand,Second-hand; part of $2.8 m deal; M-106A1 version,0.2,10.6,10.6
GRC,Netherlands,1991,,177,,M-113,APC,177,?,1994; 1995,Second hand,Second-hand; part of $2.8 m deal; M-113A1 version,0.1,17.7,17.7
GRC,Netherlands,1991,?,171,,M-30 107mm,mortar,171,,1992,Second hand,Second-hand; 'CFE Cascade' programme,0.1,17.1,17.1
GRC,Netherlands,1989,?,4,,MW-08,air search radar,4,?,1992; 1996; 1998,New,For 4 MEKO-200HN (Hydra) frigates from FRG,6,24,24
GRC,Netherlands,1991,,3,,MW-08,air search radar,3,?,1993; 1994; 1995,New,For coastal surveillance,6,18,18
GRC,Netherlands,1991,,11,,NF-5A,FGA aircraft,11,,1991,Second hand,Second-hand; incl some NF-5B version; aid,3.6,39.6,39.6
GRC,Netherlands,1989,,8,,STIR,fire control radar,8,?,1992; 1996; 1998,New,For 4 MEKO-200HN (Hydra) frigates; incl for use with  Seasparrow SAM,4.5,36,36
GRC,Netherlands,1971,?,13,,T-33A Shooting Star,trainer aircraft,13,,1972,Second hand,Second-hand; aid; incl 1 RT-33A reconnaissance version,1,13,13
GRC,Norway,1984,,9,?,F-5A Freedom Fighter,FGA aircraft,9,,1986,Second hand,Second-hand; aid,3.2,28.8,28.8
GRC,Norway,1968,?,8,?,HU-16B Albatross,maritime patrol aircraft,8,?,1969,Second hand,Second-hand,1.6,12.8,12.8
GRC,Norway,1976,?,75,?,Penguin-2,anti-ship missile,75,?,1980; 1981,New,For Combattante-3 (Kavaloudis) FAC,0.5,37.5,37.5
GRC,Norway,1965,,6,,Tjeld,FAC,6,,1967,New,Greek designation Andromeda,12.5,75,75
GRC,Sweden,1983,?,6,?,Giraffe-75,air search radar,6,?,1985; 1986,New,For use with Skyguard (Velos) SAM systems,4,24,24
GRC,Switzerland,1983,,20,?,Skyguard,AA gun/SAM system,20,?,1984; 1985; 1986,New,Part of $98 m deal; Greek designation Velos,10,200,200
GRC,United Kingdom,1977,,2,,BN-2 Islander,light transport aircraft,2,,1978,New,,0.6,1.2,1.2
GRC,United Kingdom,1953,?,104,?,F-86 Sabre,fighter aircraft,104,?,1954; 1955,Second hand,Second-hand; aid; CL-13 Sabre Mk-2 and Sabre Mk-4 versions,1.4,145.6,145.6
GRC,United Kingdom,1967,?,1,,Gulfstream-1,transport aircraft,1,,1968,Second hand but modernized,Second-hand; probably modernized before delivery,4.13,4.13,4.13
GRC,United Kingdom,1949,?,40,?,M-3 Stuart,light tank,40,?,1950; 1951,Second hand,Second-hand; probably aid,0.12,4.8,4.8
GRC,United Kingdom,1990,,2,,Martello,air search radar,2,?,1994,New,Martello S-743D version,13,26,26
GRC,United Kingdom,1975,?,1,?,S-244,height-finding radar,1,?,1976,New,,3.5,3.5,3.5
GRC,United Kingdom,1980,,4,,ship engine,ship engine,4,,1981; 1982,New,Rolls-Royce Olympus-TN-3B (25440hp) gas turbine for 2 Kortenaer (Elli) frigates from Netherlands,6,24,24
GRC,United Kingdom,1980,,4,,ship engine,ship engine,4,,1981; 1982,New,Rolls-Royce Tyne RM-1C (4950hp) gas turbine for 2 Kortenaer (Elli) frigates from Netherlands,1.5,6,6
GRC,United Kingdom,1974,,100,?,Spey,turbofan,100,?,1975; 1976; 1977; 1978; 1980; 1981,New,For 65 A-7H and TA-7H combat aircraft from USA; TF-41 version from US production line,2,200,200
GRC,United States,1991,,26,,A-7E Corsair-2,FGA aircraft,26,,1992,Second hand,Second-hand; aid,5.6,145.6,145.6
GRC,United States,1991,,4,,A-7E Corsair-2,FGA aircraft,4,,1991,Second hand,Second-hand; $2.6 m aid,5.6,22.4,22.4
GRC,United States,1990,,28,,A-7E Corsair-2,FGA aircraft,28,,1990,Second hand,Second-hand; $18 m aid,5.6,156.8,156.8
GRC,United States,1974,,60,,A-7E Corsair-2,FGA aircraft,60,?,1975; 1976; 1977; 1978,New,$259 m deal; A-7H version,12,720,720
GRC,United States,1977,,5,,A-7E Corsair-2,FGA aircraft,5,,1980,New,$26 m deal; TA-7H combat/trainer version,12,60,60
GRC,United States,1990,,4,,Adams,destroyer,4,,1992,Second hand,Second-hand; lease under 'Defence Co-operation Agreement' until given to Greece in 1999; Greek designation Kimon,110,440,440
GRC,United States,1969,,5,,Adjutant,minesweeper,5,,1969,Second hand,Second-hand ship returned to US ownership before transfer from USA to Greece; Greek designation Atalantis,4,20,20
GRC,United States,1963,?,9,,Adjutant,minesweeper,9,,1964; 1965; 1967; 1968,New,Greek designation Alkyon,10,90,90
GRC,United States,1992,?,446,?,AGM-114 Hellfire,anti-tank missile,446,?,1995,New,AGM-114A version; for AH-64 helicopters,0.04,17.84,17.84
GRC,United States,1980,,200,,AGM-65 Maverick,ASM,200,?,1982; 1983,New,$13 m deal,0.15,30,30
GRC,United States,1992,?,20,,AH-64A Apache,combat helicopter,20,,1995,New,$505 m deal,14,280,280
GRC,United States,1969,,75,,AIM-26B Falcon,SRAAM,75,?,1969,Second hand,Second-hand; 'MAP' aid; for F-102 combat aircraft,0.07,5.4,5.4
GRC,United States,1969,?,200,?,AIM-4C Falcon,SRAAM,200,?,1969,Second hand,Second-hand; 'MAP' aid; for F-102 combat aircraft,0.03,5.6,5.6
GRC,United States,1977,,100,,AIM-7E Sparrow,BVRAAM,100,?,1978,New,$13 m deal; for F-4E combat aircraft,0.15,15,15
GRC,United States,1972,?,350,?,AIM-7E Sparrow,BVRAAM,350,?,1974; 1975; 1976,New,For F-4E combat aircraft,0.15,52.5,52.5
GRC,United States,1987,?,80,,AIM-7F Sparrow,BVRAAM,80,?,1988; 1989; 1990,New,Second-hand; for F-4E combat aircraft,0.16,12.8,12.8
GRC,United States,1983,?,280,,AIM-7M Sparrow,BVRAAM,280,?,1984; 1985; 1986,New,Part of $98 m deal; for Skyguard (Velos) SAM systems from Italy,0.18,50.4,50.4
GRC,United States,1988,?,100,?,AIM-7M Sparrow,BVRAAM,100,?,1992; 1996; 1998,New,For MEKO-200HN (Hydra) frigates; RIM-7M Sea Sparrow (SAM) version,0.18,18,18
GRC,United States,1992,?,110,?,AIM-7M Sparrow,BVRAAM,110,?,1993; 1994; 1995,New,For Kortenaer (Elli) frigates; RIM-7M Sea Sparrow (SAM) version,0.18,19.8,19.8
GRC,United States,1961,?,1250,?,AIM-9B Sidewinder,SRAAM,1250,?,1961; 1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970,New,Probably most from European production line in FRG; incl production of components in Greece; for F-5; F-104 and F-102 combat aircraft,0.04,50,50
GRC,United States,1977,,300,,AIM-9J/P Sidewinder,SRAAM,300,?,1978,New,$8 m deal; AIM-9J version,0.09,27,27
GRC,United States,1980,,300,,AIM-9J/P Sidewinder,SRAAM,300,?,1981; 1982,New,$20 m deal; AIM-9P version; incl for Mirage F-1C combat aircraft,0.09,27,27
GRC,United States,1984,,300,,AIM-9L Sidewinder,SRAAM,300,?,1986,New,For A-7H combat aircraft,0.11,33,33
GRC,United States,1992,?,50,?,AIM-9L Sidewinder,SRAAM,50,?,1993,New,DEM18 m deal (financed by FRG); AIM-9L version; from European production line in FRG (incl production of components in Greece),0.11,5.5,5.5
GRC,United States,1984,,300,,AIM-9L Sidewinder,SRAAM,300,?,1985; 1986,New,$30 m deal,0.11,33,33
GRC,United States,1992,?,3,?,aircraft engine,aircraft engine,3,?,1995,New,General Electric T-700-701D (2215hp) turboshaft; spares for AH-64 combat helicopters,0.75,2.25,2.25
GRC,United States,1980,?,4,?,aircraft engine,aircraft engine,4,?,1983,New,Lycoming T-55-L11 (3750hp) turboshaft; spares for CH-47C helicopters,1.1,4.4,4.4
GRC,United States,1978,,5,?,AQS-13,ASW sonar,5,,1979,New,AQS-13B version; for 5 AB-212ASW ASW helicopters from Italy,0.75,3.75,3.75
GRC,United States,1980,,7,,AQS-13F,ASW sonar,7,,1984,New,AQS-18(V) version; for 7 AB-212ASW ASW helicopters from Italy,1.5,10.5,10.5
GRC,United States,1990,?,2,,Asheville,patrol craft,2,,1990,Second hand but modernized,Second-hand but modernized and main engines removed before delivery; Greek designation Tolmi Class,16.7,33.41,33.41
GRC,United States,1971,,1,,Ashland FRAM-2,AALS,1,,1971,Second hand,Second-hand; lease until bought in 1980; Greek designation Nakratoussa,26.31,26.31,26.31
GRC,United States,1964,?,1,,Balao,submarine,1,,1965,Second hand,Second-hand; 'MDAP' aid; loan until bought 1976; Greek designation Triaina,15.45,15.45,15.45
GRC,United States,1980,?,2,,Bell-212/UH-1N,helicopter,2,,1981,New,,3.7,7.4,7.4
GRC,United States,1978,?,4,?,Bell-212/UH-1N,helicopter,4,?,1978,New,,3.7,14.8,14.8
GRC,United States,1975,?,2,,Bell-212/UH-1N,helicopter,2,,1976,New,,3.7,7.4,7.4
GRC,United States,1960,?,65,?,Bell-47/OH-13,light helicopter,65,?,1961; 1962; 1963; 1964; 1965; 1966; 1967; 1969; 1970; 1971,New,,0.24,15.6,15.6
GRC,United States,1967,?,6,,Bell-47/OH-13,light helicopter,6,,1967,New,Bell-47G-3B-2 version,0.24,1.44,1.44
GRC,United States,1966,?,10,,Bell-47/OH-13,light helicopter,10,,1968,New,$0.5 m deal,0.24,2.4,2.4
GRC,United States,1968,?,3,,Bell-47/OH-13,light helicopter,3,,1969,New,Bell-47G-5 version,0.24,0.72,0.72
GRC,United States,1971,,4,,Bell-47/OH-13,light helicopter,4,,1971,Second hand,Second-hand; $0.098 m deal; OH-13H version,0.1,0.38,0.38
GRC,United States,1950,,2,,Benson,destroyer,2,,1951,Second hand,Second-hand; Greek designation Niki,36,72,72
